Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,kpref
group_8324,leuC_1,3-isopropylmalate dehydratase large subunit,55,56,1.018181818181818,1,10719,,,,1437,1437,1437.0,
group_8325,,Phage minor tail protein,314,323,1.0286624203821657,1,10722,,,,171,339,338.4798761609907,
group_8326,,hypothetical protein,63,64,1.0158730158730158,1,10723,,,,126,558,531.0,
group_8328,,"Transposase;NCBIFAM: IS3 family transposase;hypothetical protein;""""",454,546,1.2026431718061674,1,10725,,,,138,369,299.485549132948,
ptxB~~~phnD_2,ptxB;phnD_2,Probable phosphite transport system-binding protein PtxB;phosphonate ABC transporter substrate-binding protein,87,87,1.0,1,10726,,,,228,864,856.6046511627907,
group_8332,,fimbrial protein,500,502,1.004,1,10730,,,,246,552,548.5099601593625,
group_8335,,Rifampin ADP-ribosyl transferase;NCBIFAM: NAD(+)--rifampin ADP-ribosyltransferase;hypothetical protein,155,173,1.1161290322580646,1,10733,,,,198,696,465.2054794520548,
group_8339,,Insertion sequence IS5376 putative ATP-binding protein,61,68,1.1147540983606556,1,10737,,,,444,765,692.6417910447761,
group_8340,,NCBIFAM: IS21 family transposase;hypothetical protein,80,95,1.1875,1,10738,,,,129,1500,960.505617977528,
group_8341,,Transposase IS66 family;hypothetical protein;IS66 C-terminal element;NCBIFAM: IS66 family transposase;Transposase C of IS166 homeodomain;zinc-finger binding domain of transposase IS66,742,1798,2.4231805929919137,1,10739,,,,141,1614,1183.6370324954016,
group_8342,,IS66 Orf2 like protein;hypothetical protein,410,562,1.3707317073170733,1,10740,,,,90,369,337.695885509839,
group_8352,,DUF2345 domain-containing protein,67,67,1.0,1,10752,,,,120,606,567.7619047619048,Kp_02107
group_8356,,hypothetical protein,41,41,1.0,1,10756,,,,651,651,651.0,
group_8358,,IS1 transposase;hypothetical protein;InsA C-terminal domain;InsA N-terminal domain;Phage integrase N-terminal SAM-like domain,1156,5193,4.492214532871972,1,10762,,,,90,705,321.78678432177304,
group_8362,,hypothetical protein,73,92,1.2602739726027397,1,10766,,,,162,2091,1879.5172413793105,
group_8367,,hypothetical protein,26,26,1.0,1,10772,,,,123,123,123.0,
group_8370,,hypothetical protein,710,793,1.1169014084507043,1,10775,,,,129,417,397.5780821917808,
group_8373,,Transposase Mutator family;hypothetical protein;NCBIFAM: IS256 family transposase,122,166,1.360655737704918,1,10778,,,,126,1209,909.6666666666666,
group_8374,,Transposase IS116/IS110/IS902 family;hypothetical protein,40,72,1.8,1,10779,,,,129,1134,460.375,
group_8391,,hypothetical protein,86,87,1.0116279069767442,1,10800,,,,162,207,168.24137931034485,
group_8393,,"IS3 family transposase;hypothetical protein;Integrase core domain;NCBIFAM: IS3 family transposase;""""",1021,2001,1.959843290891283,1,10802,,,,102,1134,440.8666326009198,Kp_00595
group_8394,,InsA C-terminal domain;InsA N-terminal domain,92,103,1.1195652173913044,1,10803,,,,198,273,271.09090909090907,
group_8395,,IS1 transposase;hypothetical protein,72,87,1.2083333333333333,1,10804,,,,159,396,335.96153846153845,
group_8397,,hypothetical protein,34,35,1.0294117647058822,1,10806,,,,129,129,129.0,
traC_5~~~traC_10~~~traC_1~~~traC_3~~~traC_4~~~traC_2~~~traC~~~traC_9~~~traC_8~~~traC_12,;traC_5;traC_10;traC_1;traC_3;traC_4;traC_2;traC;traC_9;traC_8;traC_12,hypothetical protein;Protein TraC;NCBI Protein Cluster (PRK): conjugal transfer mating-pair stabilization protein TraG;NCBI Protein Cluster (PRK): type IV secretion system protein TraC,805,1086,1.3490683229813665,1,10807,,,,156,3765,2268.968596663396,
group_8398,,ABC transporter ATP-binding protein,135,135,1.0,1,10808,,,,681,807,806.0666666666667,
group_8399,;gsiC_2,ABC transporter permease;hypothetical protein;glutathione ABC transporter permease GsiC,136,137,1.0073529411764706,1,10809,,,,309,1026,1016.7153284671532,
group_8401,,hypothetical protein,124,125,1.0080645161290325,1,10811,,,,165,165,165.0,
group_8403,,hypothetical protein,85,86,1.011764705882353,1,10813,,,,186,204,203.55223880597012,
group_8404,,hypothetical protein,110,111,1.009090909090909,1,10814,,,,348,456,452.7567567567568,
group_8405,,hypothetical protein;NCBIFAM: protein DpdH;NCBIFAM: protein DpdG,56,57,1.0178571428571428,1,10815,,,,900,3792,950.7368421052632,
group_8406,,PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC,47,47,1.0,1,10816,,,,618,738,735.4468085106383,
hin~~~hin_2~~~hin_9~~~hin_3~~~hin_4~~~hin_6,hin;;hin_2;hin_9;hin_3;hin_4;hin_6,DNA-invertase hin;hypothetical protein,73,74,1.0136986301369864,1,10820,,,,108,669,605.5833333333334,
rfnT~~~rfnT_2~~~rfnT_1,rfnT;;rfnT_2;rfnT_1,Riboflavin transporter RfnT;hypothetical protein,677,685,1.0118168389955686,1,10825,,,,138,1224,1161.1491228070176,
group_8413,,hypothetical protein,101,103,1.0198019801980198,1,10830,,,,111,291,262.6019417475728,
group_8414,,hypothetical protein,45,46,1.022222222222222,1,10831,,,,204,279,207.33333333333331,
group_8415,smc;,Chromosome partition protein Smc;hypothetical protein,48,49,1.0208333333333333,1,10832,,,,387,1050,1035.734693877551,
tus_2,tus_2,DNA replication terminus site-binding protein,48,49,1.0208333333333333,1,10833,,,,876,915,877.0,
group_8416,,hypothetical protein,36,37,1.0277777777777777,1,10834,,,,261,387,264.4054054054054,
group_8417,,hypothetical protein,36,38,1.0555555555555556,1,10835,,,,246,555,541.5,
hpaIIM,hpaIIM;,Modification methylase HpaII;C-5 cytosine-specific DNA methylase;hypothetical protein,36,42,1.1666666666666667,1,10836,,,,276,1626,1436.0,
group_8419,,hypothetical protein,36,37,1.0277777777777777,1,10839,,,,447,453,452.8378378378378,
group_8420,,hypothetical protein,36,37,1.0277777777777777,1,10840,,,,336,390,388.5405405405405,
yfaE_2,yfaE_2,class I ribonucleotide reductase maintenance protein YfaE,36,37,1.0277777777777777,1,10841,,,,225,225,225.0,
group_8421,,hypothetical protein,36,37,1.0277777777777777,1,10842,,,,438,885,859.2162162162163,
group_8422,,hypothetical protein,35,36,1.0285714285714285,1,10843,,,,501,501,501.0,
group_8423,,hypothetical protein,37,38,1.027027027027027,1,10844,,,,435,540,531.7105263157895,
group_8424,,hypothetical protein,38,39,1.0263157894736843,1,10845,,,,333,336,335.8695652173913,
group_8427,,RecT family;hypothetical protein,40,41,1.025,1,10848,,,,990,1032,1007.7073170731708,
group_8428,,hypothetical protein,40,41,1.025,1,10849,,,,777,909,902.4146341463414,
cobS_2~~~cobS_1,cobS_2;cobS_1,Aerobic cobaltochelatase subunit CobS,40,41,1.025,1,10850,,,,927,969,967.9756097560976,
group_8429,,hypothetical protein,40,41,1.025,1,10851,,,,186,186,186.0,
group_8430,,hypothetical protein,40,41,1.025,1,10852,,,,321,321,321.0,
group_8431,,Type-1V conjugative transfer system mating pair stabilisation;hypothetical protein,42,44,1.0476190476190477,1,10853,,,,162,2799,2662.090909090909,
group_8432,,TraU protein;hypothetical protein,42,43,1.0238095238095235,1,10854,,,,1005,1008,1007.8604651162792,
group_8433,,hypothetical protein;EAL domain,42,43,1.0238095238095235,1,10855,,,,186,678,660.5714285714286,
group_8434,,hypothetical protein,44,45,1.0227272727272727,1,10856,,,,318,318,318.0,
group_8436,,Type IV conjugative transfer system lipoprotein (TraV),50,51,1.02,1,10858,,,,579,579,579.0,
group_8437,,Bacterial conjugation TrbI-like protein,50,51,1.02,1,10859,,,,1317,1317,1317.0,
group_8438,,TraL protein,50,51,1.02,1,10860,,,,282,282,282.0,
group_8439,,hypothetical protein,36,36,1.0,1,10861,,,,309,309,309.0,
group_8440,,hypothetical protein,50,51,1.02,1,10862,,,,138,144,143.76470588235293,
group_8442,,Domain of unknown function (DUF4400),50,51,1.02,1,10864,,,,630,630,630.0,
group_8443,,hypothetical protein,50,51,1.02,1,10865,,,,546,585,546.7647058823529,
group_8444,,hypothetical protein,50,51,1.02,1,10866,,,,582,618,616.5882352941177,
group_8445,,DNA topoisomerase III,50,51,1.02,1,10867,,,,687,2193,2133.823529411765,
group_8446,,hypothetical protein,49,50,1.020408163265306,1,10868,,,,657,657,657.0,
group_8447,,"hypothetical protein;""""",51,52,1.0196078431372548,1,10869,,,,1122,1446,1422.8076923076924,
group_8449,,hypothetical protein,50,51,1.02,1,10871,,,,501,501,501.0,
group_8450,,hypothetical protein,50,51,1.02,1,10872,,,,447,447,447.0,
group_8451,,hypothetical protein,53,54,1.018867924528302,1,10873,,,,264,324,311.55555555555554,
group_8453,,hypothetical protein,55,56,1.018181818181818,1,10875,,,,570,636,633.5555555555555,
korB,korB,Transcriptional repressor protein KorB,54,55,1.0185185185185186,1,10876,,,,1179,1182,1181.8909090909092,
group_8454,,"Terminase large subunit endonuclease domain;""""",74,74,1.0,1,10877,,,,264,1710,1690.1917808219175,
group_8455,,hypothetical protein;Baseplate wedge protein gp25,338,351,1.0384615384615383,1,10878,,,,360,363,362.3076923076923,
group_8456,,hypothetical protein,53,54,1.018867924528302,1,10879,,,,507,507,507.0,
group_8458,,hypothetical protein,54,55,1.0185185185185186,1,10881,,,,144,144,144.0,
group_8459,,hypothetical protein,53,54,1.018867924528302,1,10882,,,,180,675,656.6666666666666,
pxpA_2,pxpA_2,5-oxoprolinase subunit PxpA,86,86,1.0,1,10883,,,,396,780,769.8837209302326,
group_8460,,hypothetical protein;biotin-dependent carboxyltransferase family protein,87,88,1.011494252873563,1,10884,,,,315,1584,1546.2758620689656,
group_8461,;higA1,hypothetical protein;Antitoxin HigA1,55,56,1.018181818181818,1,10885,,,,303,303,303.0,
higB2_2~~~higB2,higB2_2;higB2,Putative toxin HigB2,55,56,1.018181818181818,1,10886,,,,351,354,351.1607142857143,
group_8462,,hypothetical protein,52,53,1.0192307692307692,1,10887,,,,549,549,549.0,
group_8463,,hypothetical protein,52,53,1.0192307692307692,1,10888,,,,189,192,189.622641509434,
group_8464,,hypothetical protein,218,222,1.018348623853211,1,10889,,,,168,174,173.82191780821918,
group_8465,,hypothetical protein,54,57,1.0555555555555556,1,10890,,,,276,858,821.2105263157895,
group_8466,,hypothetical protein,54,55,1.0185185185185186,1,10891,,,,192,231,226.8,
group_8467,,hypothetical protein,53,54,1.018867924528302,1,10892,,,,519,519,519.0,
group_8468,,hypothetical protein,54,55,1.0185185185185186,1,10893,,,,282,447,444.0,
group_8470,,hypothetical protein,51,52,1.0196078431372548,1,10895,,,,429,429,429.0,
group_8471,,Thioredoxin;hypothetical protein,53,54,1.018867924528302,1,10896,,,,759,864,855.3888888888889,
group_8473,,Family of unknown function (DUF6750),75,76,1.0133333333333334,1,10898,,,,390,390,390.0,
group_8474,,NCBIFAM: host specificity factor TipJ family phage tail protein;hypothetical protein,359,381,1.0612813370473535,1,10899,,,,117,2514,2389.0079365079364,
group_8475,,DotD protein,75,76,1.0133333333333334,1,10900,,,,501,501,501.0,
group_8476,,NCBIFAM: plasmid mobilization protein MobA,65,66,1.015384615384615,1,10901,,,,318,564,555.876923076923,
group_8477,,Protein of unknown function (DUF3085),68,69,1.0147058823529411,1,10902,,,,363,363,363.0,
group_8478,,hypothetical protein,71,72,1.0140845070422535,1,10903,,,,132,264,262.1666666666667,
group_8479,,hypothetical protein,79,80,1.0126582278481011,1,10904,,,,249,249,249.0,
group_8480,,Restriction endonuclease,81,82,1.0123456790123455,1,10905,,,,588,588,588.0,
group_8481,,hypothetical protein;NlpC/P60 family,75,75,1.0,1,10906,,,,354,711,704.32,
group_8482,,hypothetical protein,82,83,1.0121951219512195,1,10908,,,,264,471,460.0481927710844,
group_8483,,hypothetical protein,80,81,1.0125,1,10909,,,,153,357,345.4074074074074,
group_8484,,NCBI Protein Cluster (PRK): type II toxin-antitoxin system RelB/DinJ family antitoxin;hypothetical protein,78,79,1.0128205128205128,1,10910,,,,636,1275,1195.5949367088608,
group_8485,,hypothetical protein,72,73,1.0138888888888888,1,10911,,,,258,273,271.35616438356163,
group_8486,,hypothetical protein,78,81,1.0384615384615383,1,10912,,,,279,954,671.4074074074074,
group_8487,,hypothetical protein,78,79,1.0128205128205128,1,10913,,,,219,219,219.0,
group_8488,,Y-family DNA polymerase,79,86,1.0886075949367089,1,10914,,,,378,1308,1199.7209302325582,
ybtE_2~~~ybtE~~~ybtE_1,ybtE_2;ybtE;ybtE_1,yersiniabactin biosynthesis salycil-AMP ligase YbtE,271,273,1.007380073800738,1,10915,,,,360,1578,1561.4945054945056,Kp_03194
group_8489,,hypothetical protein,74,75,1.0135135135135136,1,10916,,,,222,222,222.0,
group_8491,,hypothetical protein;Transposase;NCBIFAM: IS3 family transposase;IS3-like element ISKpn1 family transposase,368,413,1.122282608695652,1,10920,,,,195,1419,1132.6847290640394,
group_8498,,Family of unknown function (DUF5347);hypothetical protein,55,55,1.0,1,10927,,,,339,339,339.0,
group_8500,,hypothetical protein,240,244,1.0166666666666666,1,10929,,,,369,369,369.0,
group_8503,,hypothetical protein,85,90,1.0588235294117647,1,10933,,,,246,423,393.1666666666667,
group_8504,,hypothetical protein,79,84,1.0632911392405062,1,10934,,,,222,222,222.0,
group_8508,,hypothetical protein,353,360,1.019830028328612,1,10938,,,,291,486,385.09470752089135,
group_8511,,NCBIFAM: YdaE family protein;hypothetical protein;Protein of unknown function (DUF1482),589,639,1.0848896434634974,1,10941,,,,108,357,158.3175355450237,
group_8513,,RecT family;hypothetical protein,553,578,1.0452079566003616,1,10943,,,,204,1110,1084.235602094241,
group_8514,,Protein of unknown function (DUF4060);hypothetical protein,408,419,1.0269607843137254,1,10944,,,,93,555,305.4701670644391,
group_8516,,tyrosine-type recombinase/integrase;hypothetical protein;Phage integrase family,551,560,1.0163339382940109,1,10946,,,,204,1254,1186.932021466905,
dinI_2~~~dinI_1~~~dinI_3,dinI_2;dinI_1;dinI_3;,DNA damage-inducible protein I;hypothetical protein;NCBI Protein Cluster (PRK): DNA damage-inducible protein I,624,728,1.1666666666666667,1,10949,,,,183,399,235.53305785123968,
group_8525,,Bacteriophage replication protein O;hypothetical protein;JCVI: phage replication protein O N-terminal domain,205,215,1.048780487804878,1,10956,,,,204,879,857.8591549295775,
group_8539,,hypothetical protein,48,49,1.0208333333333333,1,10973,,,,138,1182,1131.3125,
group_8540,,Prokaryotic E2 family A;hypothetical protein,94,96,1.0212765957446808,1,10974,,,,498,2229,1765.2527472527472,
drmD_1~~~drmD_2~~~drmD,drmD_1;drmD_2;drmD;,DISARM system SNF2-like helicase DrmD;Protein NO VEIN C-terminal;hypothetical protein,38,41,1.0789473684210529,1,10975,,,,183,3543,3086.025,
group_8542,,hypothetical protein,228,228,1.0,1,10977,,,,207,483,476.5438596491228,
pld1,pld1;,Pyridoxal 4-dehydrogenase;hypothetical protein,121,122,1.008264462809917,1,10987,,,,114,1011,1000.2540983606556,
group_8549,,hypothetical protein,33,34,1.0303030303030305,1,10989,,,,297,297,297.0,
group_8552,,Phage capsid family;hypothetical protein,155,156,1.0064516129032255,1,10992,,,,789,1164,1161.5961538461538,
group_8553,,Caudovirus prohead serine protease,154,155,1.0064935064935066,1,10993,,,,669,681,680.6903225806452,
group_8555,,KilA-N domain-containing protein;hypothetical protein;KilA-N domain,193,202,1.0466321243523315,1,10995,,,,171,585,522.645,
klcA_2~~~klcA_3~~~klcA_1~~~klcA~~~klcA_7~~~klcA_4,;klcA_2;klcA_3;klcA_1;klcA;klcA_7;klcA_4,Antirestriction protein (ArdA);Antirestriction protein KlcA;Antirestriction protein;hypothetical protein,432,915,2.118055555555556,1,10997,,,,117,762,461.6349557522124,
group_8590,,glycerol-3-phosphate responsive antiterminator,620,620,1.0,1,11039,,,,282,552,550.9403225806452,Kp_00997
group_8597,,hypothetical protein,621,708,1.140096618357488,1,11047,,,,105,375,353.0382978723404,
group_8599,,hypothetical protein,55,56,1.018181818181818,1,11049,,,,324,354,324.5357142857143,
psiB_2~~~psiB~~~psiB_1,psiB_2;psiB;psiB_1,Protein PsiB,63,64,1.0158730158730158,1,11051,,,,432,432,432.0,
group_8604,,hypothetical protein,59,65,1.1016949152542372,1,11056,,,,192,192,192.0,
group_8606,,Protein of unknown function (DUF1380);hypothetical protein,420,445,1.0595238095238095,1,11058,,,,156,420,414.5460674157304,
traC_1~~~traC_2~~~traC_3~~~traC,traC_1;traC_2;traC_3;;traC,DNA primase TraC;hypothetical protein;Large polyvalent protein-associated domain 7,75,96,1.28,1,11060,,,,600,3528,2403.84375,
group_8610,,site-specific integrase,208,209,1.0048076923076923,1,11063,,,,126,1146,1135.6586538461538,Kp_01922
group_8611,,hypothetical protein;S24 family peptidase;Peptidase S24-like,88,89,1.0113636363636365,1,11064,,,,261,645,278.40697674418607,
group_8613,,hypothetical protein;Phage portal protein,78,79,1.0128205128205128,1,11067,,,,996,1320,1049.3164556962026,
group_8614,,Caudovirus prohead serine protease,79,80,1.0126582278481011,1,11068,,,,708,708,708.0,
group_8615,,Phage capsid family;hypothetical protein,78,80,1.0256410256410255,1,11069,,,,189,1221,1204.35,
group_8616,,hypothetical protein,74,75,1.0135135135135136,1,11070,,,,252,255,254.92105263157896,
group_8617,,hypothetical protein,77,78,1.0129870129870129,1,11071,,,,333,543,430.7922077922078,
group_8618,,metal ABC transporter permease,77,78,1.0129870129870129,1,11072,,,,771,837,835.3246753246754,
group_8619,,hypothetical protein,75,76,1.0133333333333334,1,11073,,,,222,360,334.8157894736842,
mnmC_1~~~mnmC_2,mnmC_1;mnmC_2,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,75,76,1.0133333333333334,1,11074,,,,816,1185,1180.1447368421052,
group_8621,,NCBIFAM: zinc metallochaperone AztD;hypothetical protein,79,80,1.0126582278481011,1,11076,,,,219,1254,1227.8076923076924,
group_8622,,metal ABC transporter substrate-binding protein;hypothetical protein,76,80,1.0526315789473684,1,11077,,,,135,951,876.2625,
group_8623,,ATP-binding cassette domain-containing protein;NCBIFAM: zinc ABC transporter ATP-binding protein AztA,76,77,1.013157894736842,1,11078,,,,231,738,714.5844155844156,
group_8624,,Bacterial protein of unknown function (DUF839);hypothetical protein,79,94,1.1898734177215189,1,11079,,,,309,1974,1663.978021978022,
group_8625,,metal ABC transporter permease,76,77,1.013157894736842,1,11080,,,,642,858,852.1184210526316,
ccdA~~~ccdA_1,ccdA;ccdA_1,Antitoxin CcdA,366,394,1.0765027322404372,1,11085,,,,219,279,219.4712041884817,
traS~~~traS_1~~~traS_2,traS;traS_1;traS_2,Protein TraS,404,417,1.0321782178217822,1,11088,,,,498,699,532.0528846153846,
group_8631,hsdM;,Type I restriction enzyme EcoKI M protein;hypothetical protein;Probable type I restriction enzyme BthVORF4518P M protein;N-6 DNA Methylase,128,132,1.03125,1,11089,,,,207,2028,1926.1666666666667,
group_8632,,"NCBI Protein Cluster (PRK): type I restriction-modification system specificity subunit;""""",51,53,1.03921568627451,1,11090,,,,843,1317,1307.423076923077,
group_8633,,SWI2/SNF2 ATPase;hypothetical protein;JCVI: HsdR family type I site-specific deoxyribonuclease,117,125,1.0683760683760684,1,11091,,,,189,3258,3049.92,
group_8635,,"Type I restriction modification DNA specificity domain;hypothetical protein;""""",57,59,1.0350877192982455,1,11095,,,,165,1338,1161.8181818181818,
group_8638,,hypothetical protein,125,128,1.024,1,11098,,,,300,300,300.0,
group_8639,,DsbA family protein,52,53,1.0192307692307692,1,11099,,,,432,792,763.1320754716982,
group_8640,,Replication regulatory protein RepB,65,66,1.015384615384615,1,11100,,,,261,261,261.0,
group_8642,,helix-turn-helix transcriptional regulator,1381,1383,1.001448225923244,1,11102,,,,183,801,770.3294629898403,Kp_02512
group_8644,,Terminase large subunit endonuclease domain;hypothetical protein,60,61,1.0166666666666666,1,11104,,,,1245,1734,1715.4098360655737,
group_8645,,"hypothetical protein;NCBIFAM: IS481 family transposase;Integrase core domain;Winged helix-turn helix;""""",80,109,1.3625,1,11105,,,,222,1041,537.4166666666666,
group_8646,,"IS3 family transposase;hypothetical protein;"""";Transposase",686,1068,1.5568513119533527,1,11106,,,,105,405,248.93424657534248,
group_8647,,Ogr/Delta-like zinc finger;hypothetical protein,77,78,1.0129870129870129,1,11107,,,,246,261,250.03846153846155,
group_8650,,hypothetical protein,53,53,1.0,1,11110,,,,261,870,848.433962264151,
group_8651,,hypothetical protein,78,80,1.0256410256410255,1,11111,,,,273,738,722.3625,
group_8653,,hypothetical protein,32,33,1.03125,1,11113,,,,738,741,738.0909090909091,
group_8654,,Y-family DNA polymerase,195,196,1.005128205128205,1,11114,,,,468,1272,1184.0106382978724,
group_8655,,Plasmid stability protein,41,42,1.024390243902439,1,11116,,,,312,393,391.07142857142856,
group_8659,,hypothetical protein,50,50,1.0,1,11120,,,,411,411,411.0,
group_8664,,Tail length tape measure protein;hypothetical protein;Tape measure protein;JCVI: phage tail tape measure protein,123,146,1.1869918699186992,1,11127,,,,96,3609,2967.088888888889,
group_8666,,"hypothetical protein;Transposase;"""";NCBIFAM: IS110 family transposase;Transposase IS116/IS110/IS902 family",241,271,1.12448132780083,1,11129,,,,150,1206,943.5627376425856,
group_8672,,hypothetical protein,105,106,1.0095238095238095,1,11135,,,,255,315,256.47169811320754,
group_8682,,hypothetical protein,19,19,1.0,1,11146,,,,435,546,446.6842105263158,
group_8687,,hypothetical protein,31,32,1.032258064516129,1,11156,,,,402,402,402.0,
group_8691,,Bacteriophage Rz lysis protein;hypothetical protein,179,189,1.0558659217877095,1,11160,,,,309,489,467.2857142857143,
group_8693,,Putative phage metallopeptidase;hypothetical protein,189,198,1.0476190476190477,1,11162,,,,342,654,630.8484848484849,
group_8694,,hypothetical protein;Uncharacterized conserved protein (DUF2280),189,197,1.0423280423280423,1,11163,,,,450,489,477.5663265306122,
group_8695,,hypothetical protein,136,146,1.0735294117647058,1,11164,,,,225,315,314.3835616438356,
group_8697,,hypothetical protein,98,99,1.010204081632653,1,11166,,,,390,393,392.6363636363636,
group_8698,,hypothetical protein,85,86,1.011764705882353,1,11167,,,,345,426,425.0581395348837,
group_8699,,hypothetical protein,359,369,1.0278551532033426,1,11168,,,,474,477,476.9918699186992,
group_8701,,hypothetical protein;Baseplate J-like protein,174,183,1.0517241379310345,1,11170,,,,243,1200,1173.655737704918,
group_8702,,hypothetical protein,234,239,1.0213675213675213,1,11171,,,,195,270,269.04661016949154,
group_8721,,hypothetical protein,653,661,1.0122511485451762,1,11191,,,,279,279,279.0,
group_8723,,hypothetical protein,52,53,1.0192307692307692,1,11193,,,,264,372,356.65384615384613,
group_8725,,PsiA protein;hypothetical protein,177,205,1.1581920903954803,1,11195,,,,228,735,720.2955665024631,
group_8726,,hypothetical protein,56,57,1.0178571428571428,1,11196,,,,192,192,192.0,
group_8727,psiB_2;psiB;psiB_1,Protein PsiB,64,65,1.015625,1,11197,,,,201,432,428.4461538461538,
group_8729,,Transposase;hypothetical protein;NCBI Protein Cluster (PRK): IS2 repressor TnpA,486,613,1.2613168724279835,1,11199,,,,186,408,339.96806722689075,
ssb1_2~~~ssb1_1~~~ssb1_3~~~ssb1_4~~~ssb1_5,ssb1_2;ssb1_1;ssb1_3;ssb1_4;ssb1_5,single-stranded DNA-binding protein SSB1,212,230,1.0849056603773586,1,11200,,,,183,633,527.0748898678414,
argE_1~~~argE_2~~~argE_3,argE_1;argE_2;argE_3,acetylornithine deacetylase,536,537,1.001865671641791,1,11201,,,,405,1185,1180.4944029850749,
noc_2~~~noc_1,noc_2;;noc_1,Nucleoid occlusion protein;hypothetical protein,65,67,1.0307692307692309,1,11203,,,,345,2010,1917.5454545454545,
group_8731,;mkrJ_1;mkrJ_2,"hypothetical protein;Transposase DDE domain;NCBIFAM: IS5 family transposase;"""";Transposase domain (DUF772);phosphodiesterase MrkJ",594,1683,2.833333333333333,1,11204,,,,117,1113,798.8402447314752,
group_8744,,Phage antitermination protein Q;hypothetical protein,129,131,1.0155038759689925,1,11217,,,,99,369,325.23664122137404,
group_8747,,NCBIFAM: ISKra4 family transposase;hypothetical protein,202,202,1.0,1,11220,,,,774,1392,1379.4387096774194,
group_8752,,Y-family DNA polymerase,72,72,1.0,1,11225,,,,627,816,698.7352941176471,
group_8753,,ABC transporter permease,1215,1229,1.011522633744856,1,11226,,,,132,963,952.4598540145986,Kp_00637
group_8755,,hypothetical protein,1093,1094,1.000914913083257,1,11231,,,,234,378,305.97804208600184,Kp_01243
nfsB~~~nfsB_2~~~nfsB_1,nfsB;nfsB_2;nfsB_1,oxygen-insensitive NAD(P)H nitroreductase,1392,1393,1.0007183908045978,1,11232,,,,105,654,646.8323741007194,Kp_01314
group_8756,,IS3-like element ISKpn1 family transposase;hypothetical protein,1142,4088,3.57968476357268,1,11233,,,,102,1365,632.7026359143327,Kp_04659;Kp_04660;Kp_00892;Kp_01342;Kp_03212;1421_refound_53644;Kp_00893;Kp_01909
group_8757,,MmcQ/YjbR family DNA-binding protein,1390,1391,1.0007194244604316,1,11235,,,,276,369,368.6506110711718,Kp_01315
group_8758,,"hypothetical protein;""""",184,184,1.0,1,11236,,,,495,549,548.7065217391304,
group_8760,,glutathione peroxidase,1325,1328,1.0022641509433965,1,11238,,,,126,537,482.1590052750565,Kp_01975
group_8762,,hypothetical protein,1324,1325,1.0007552870090637,1,11240,,,,291,570,567.8105660377358,Kp_01976
tssK~~~tssK_1~~~tssK_2~~~tssK_3,tssK;tssK_1;tssK_2;tssK_3;,type VI secretion system baseplate subunit TssK;hypothetical protein,1360,1368,1.0058823529411764,1,11248,,,,186,1347,1332.4235841737782,Kp_02134
tssL~~~tssL_2~~~tssL_1,tssL;tssL_2;tssL_1,type VI secretion system protein TssL short form,1359,1364,1.0036791758646064,1,11249,,,,468,690,689.791055718475,Kp_02135
group_8772,,LysR family transcriptional regulator;hypothetical protein,1336,1345,1.0067365269461075,1,11256,,,,258,1026,915.5771812080536,
group_8780,,GIY-YIG nuclease family protein;fatty acid desaturase,908,1083,1.1927312775330396,1,11267,,,,153,1374,944.7525486561632,Kp_03029
group_8785,,hypothetical protein,523,597,1.1414913957934991,1,11273,,,,285,477,472.009900990099,
group_8786,,Caudovirus prohead serine protease,78,81,1.0384615384615383,1,11274,,,,651,657,656.5925925925926,
atoE,atoE,Putative short-chain fatty acid transporter,81,81,1.0,1,11327,,,,852,1323,1317.1851851851852,
tuf_1~~~tuf~~~tuf_2~~~tuf_3,tuf_1;tuf;tuf_2;tuf_3;,elongation factor Tu;hypothetical protein,850,1635,1.923529411764706,1,11328,,,,132,1383,704.4636542239685,Kp_04482;1421_refound_53639
bcsF,bcsF,cellulose biosynthesis protein BcsF,1380,1382,1.0014492753623188,1,11333,,,,198,198,198.0,Kp_04644
group_8832,,hypothetical protein;P22 coat protein - gene protein 5,47,47,1.0,1,11343,,,,1137,1137,1137.0,
group_8849,,hypothetical protein,59,59,1.0,1,11374,,,,318,444,441.864406779661,
cusF_2~~~cusF_1,cusF_2;cusF_1,cation efflux system protein CusF,770,775,1.0064935064935066,1,11388,,,,264,363,354.1045161290323,
group_8858,,efflux transporter outer membrane subunit,765,773,1.0104575163398692,1,11389,,,,393,1386,1372.5389610389611,
cusR_1~~~cusR_6~~~cusR_2~~~cusR_3~~~cusR_5,cusR_1;cusR_6;cusR_2;cusR_3;;cusR_5,copper response regulator transcription factor CusR;hypothetical protein,767,776,1.0117340286831813,1,11390,,,,138,681,676.3777490297542,
lacI,;lacI,LacI family DNA-binding transcriptional regulator;Lactose operon repressor,588,630,1.0714285714285714,1,11391,,,,174,1149,1105.5246710526317,
pinR_3~~~pinR_2~~~pinR,pinR_3;pinR_2;pinR,Serine recombinase PinR,290,318,1.096551724137931,1,11392,,,,585,867,606.8304498269896,
